Source,Target,Story
Peri Brown,Shockeye of the Quawncing Grig,The_Two_Doctors_(TV_story)
Peri Brown,Sontaran,The_Two_Doctors_(TV_story)
Jamie McCrimmon,Sixth Doctor,The_Two_Doctors_(TV_story)
Jamie McCrimmon,Chessene of the Franzine Grig,The_Two_Doctors_(TV_story)
Jamie McCrimmon,Shockeye of the Quawncing Grig,The_Two_Doctors_(TV_story)
Jamie McCrimmon,Sontaran,The_Two_Doctors_(TV_story)
Chessene of the Franzine Grig,Sixth Doctor,The_Two_Doctors_(TV_story)
Chessene of the Franzine Grig,Shockeye of the Quawncing Grig,The_Two_Doctors_(TV_story)
Chessene of the Franzine Grig,Sontaran,The_Two_Doctors_(TV_story)
Shockeye of the Quawncing Grig,Sixth Doctor,The_Two_Doctors_(TV_story)
Shockeye of the Quawncing Grig,Sontaran,The_Two_Doctors_(TV_story)
Sontaran,Sixth Doctor,The_Two_Doctors_(TV_story)
Sixth Doctor,Peri Brown,Timelash_(TV_story)
Sixth Doctor,H. G. Wells,Timelash_(TV_story)
Sixth Doctor,Borad,Timelash_(TV_story)
Sixth Doctor,Tekker,Timelash_(TV_story)
Peri Brown,H. G. Wells,Timelash_(TV_story)
Peri Brown,Borad,Timelash_(TV_story)
Peri Brown,Tekker,Timelash_(TV_story)
H. G. Wells,Borad,Timelash_(TV_story)
H. G. Wells,Tekker,Timelash_(TV_story)
Borad,Tekker,Timelash_(TV_story)
Sixth Doctor,Peri Brown,Revelation_of_the_Daleks_(TV_story)
Sixth Doctor,Davros,Revelation_of_the_Daleks_(TV_story)
Peri Brown,Davros,Revelation_of_the_Daleks_(TV_story)
Sixth Doctor,Tegan Jovanka,A_Fix_with_Sontarans
Sixth Doctor,Gareth Jenkins (A Fix with Sontarans),A_Fix_with_Sontarans
Sixth Doctor,Nathan (A Fix with Sontarans),A_Fix_with_Sontarans
Sixth Doctor,Turner (A Fix with Sontarans),A_Fix_with_Sontarans
Tegan Jovanka,Gareth Jenkins (A Fix with Sontarans),A_Fix_with_Sontarans
Tegan Jovanka,Nathan (A Fix with Sontarans),A_Fix_with_Sontarans
Tegan Jovanka,Turner (A Fix with Sontarans),A_Fix_with_Sontarans
Gareth Jenkins (A Fix with Sontarans),Nathan (A Fix with Sontarans),A_Fix_with_Sontarans
Gareth Jenkins (A Fix with Sontarans),Turner (A Fix with Sontarans),A_Fix_with_Sontarans
Nathan (A Fix with Sontarans),Turner (A Fix with Sontarans),A_Fix_with_Sontarans
Sixth Doctor,Ron Rat,Roland_Rat:_The_Series_special_(TV_story)
Sixth Doctor,Evelyn Smythe,Real_Time_(webcast)
Sixth Doctor,Cyber-Controller,Real_Time_(webcast)
Evelyn Smythe,Cyber-Controller,Real_Time_(webcast)
Seventh Doctor,Melanie Bush,Time_and_the_Rani_(TV_story)
Seventh Doctor,Sixth Doctor,Time_and_the_Rani_(TV_story)
Seventh Doctor,The Rani,Time_and_the_Rani_(TV_story)
Melanie Bush,Sixth Doctor,Time_and_the_Rani_(TV_story)
Melanie Bush,The Rani,Time_and_the_Rani_(TV_story)
Sixth Doctor,The Rani,Time_and_the_Rani_(TV_story)
Seventh Doctor,Melanie Bush,Paradise_Towers_(TV_story)
Seventh Doctor,Kroagnon,Paradise_Towers_(TV_story)
Seventh Doctor,Chief Caretaker,Paradise_Towers_(TV_story)
Melanie Bush,Kroagnon,Paradise_Towers_(TV_story)
Melanie Bush,Chief Caretaker,Paradise_Towers_(TV_story)
Kroagnon,Chief Caretaker,Paradise_Towers_(TV_story)
Seventh Doctor,Melanie Bush,Delta_and_the_Bannermen_(TV_story)
Seventh Doctor,Gavrok,Delta_and_the_Bannermen_(TV_story)
Seventh Doctor,Bannermen,Delta_and_the_Bannermen_(TV_story)
Seventh Doctor,Keillor,Delta_and_the_Bannermen_(TV_story)
Melanie Bush,Gavrok,Delta_and_the_Bannermen_(TV_story)
Melanie Bush,Bannermen,Delta_and_the_Bannermen_(TV_story)
Melanie Bush,Keillor,Delta_and_the_Bannermen_(TV_story)
Gavrok,Bannermen,Delta_and_the_Bannermen_(TV_story)
Gavrok,Keillor,Delta_and_the_Bannermen_(TV_story)
Bannermen,Keillor,Delta_and_the_Bannermen_(TV_story)
Seventh Doctor,Melanie Bush,Dragonfire_(TV_story)
Seventh Doctor,Sabalom Glitz,Dragonfire_(TV_story)
Seventh Doctor,Ace,Dragonfire_(TV_story)
Seventh Doctor,Kane (Dragonfire),Dragonfire_(TV_story)
Melanie Bush,Sabalom Glitz,Dragonfire_(TV_story)
Melanie Bush,Ace,Dragonfire_(TV_story)
Melanie Bush,Kane (Dragonfire),Dragonfire_(TV_story)
Sabalom Glitz,Ace,Dragonfire_(TV_story)
Sabalom Glitz,Kane (Dragonfire),Dragonfire_(TV_story)
Ace,Kane (Dragonfire),Dragonfire_(TV_story)
Seventh Doctor,Ace,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Ian Gilmore,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Rachel Jensen,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Allison Williams,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Davros,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Ace,Ian Gilmore,Remembrance_of_the_Daleks_(TV_story)
Ace,Rachel Jensen,Remembrance_of_the_Daleks_(TV_story)
Ace,Allison Williams,Remembrance_of_the_Daleks_(TV_story)
Ace,Davros,Remembrance_of_the_Daleks_(TV_story)
Ace,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Ian Gilmore,Rachel Jensen,Remembrance_of_the_Daleks_(TV_story)
Ian Gilmore,Allison Williams,Remembrance_of_the_Daleks_(TV_story)
Ian Gilmore,Davros,Remembrance_of_the_Daleks_(TV_story)
Ian Gilmore,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Rachel Jensen,Allison Williams,Remembrance_of_the_Daleks_(TV_story)
Rachel Jensen,Davros,Remembrance_of_the_Daleks_(TV_story)
Rachel Jensen,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Allison Williams,Davros,Remembrance_of_the_Daleks_(TV_story)
Allison Williams,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Davros,Black Dalek Leader,Remembrance_of_the_Daleks_(TV_story)
Seventh Doctor,Ace,The_Happiness_Patrol_(TV_story)
Seventh Doctor,Helen A,The_Happiness_Patrol_(TV_story)
Seventh Doctor,Kandyman,The_Happiness_Patrol_(TV_story)
Ace,Helen A,The_Happiness_Patrol_(TV_story)
Ace,Kandyman,The_Happiness_Patrol_(TV_story)
Helen A,Kandyman,The_Happiness_Patrol_(TV_story)
Seventh Doctor,Ace,Silver_Nemesis_(TV_story)
Seventh Doctor,Peinforte,Silver_Nemesis_(TV_story)
Seventh Doctor,Cyber-Leader (Silver Nemesis),Silver_Nemesis_(TV_story)
Seventh Doctor,De Flores,Silver_Nemesis_(TV_story)
Ace,Peinforte,Silver_Nemesis_(TV_story)
Ace,Cyber-Leader (Silver Nemesis),Silver_Nemesis_(TV_story)
Ace,De Flores,Silver_Nemesis_(TV_story)
Peinforte,Cyber-Leader (Silver Nemesis),Silver_Nemesis_(TV_story)
Peinforte,De Flores,Silver_Nemesis_(TV_story)
Cyber-Leader (Silver Nemesis),De Flores,Silver_Nemesis_(TV_story)
Seventh Doctor,Ace,The_Greatest_Show_in_the_Galaxy_(TV_story)
Seventh Doctor,Mags (The Greatest Show in the Galaxy),The_Greatest_Show_in_the_Galaxy_(TV_story)
Seventh Doctor,Gods of Ragnarok,The_Greatest_Show_in_the_Galaxy_(TV_story)
Seventh Doctor,Chief clown,The_Greatest_Show_in_the_Galaxy_(TV_story)
Ace,Mags (The Greatest Show in the Galaxy),The_Greatest_Show_in_the_Galaxy_(TV_story)
Ace,Gods of Ragnarok,The_Greatest_Show_in_the_Galaxy_(TV_story)
Ace,Chief clown,The_Greatest_Show_in_the_Galaxy_(TV_story)
Mags (The Greatest Show in the Galaxy),Gods of Ragnarok,The_Greatest_Show_in_the_Galaxy_(TV_story)
Mags (The Greatest Show in the Galaxy),Chief clown,The_Greatest_Show_in_the_Galaxy_(TV_story)
Gods of Ragnarok,Chief clown,The_Greatest_Show_in_the_Galaxy_(TV_story)
Seventh Doctor,Ace,Battlefield_(TV_story)
Seventh Doctor,The Brigadier,Battlefield_(TV_story)
Seventh Doctor,Winifred Bambera,Battlefield_(TV_story)
Seventh Doctor,Ancelyn,Battlefield_(TV_story)
Seventh Doctor,Morgaine,Battlefield_(TV_story)
Seventh Doctor,The Destroyer,Battlefield_(TV_story)
Ace,The Brigadier,Battlefield_(TV_story)
Ace,Winifred Bambera,Battlefield_(TV_story)
Ace,Ancelyn,Battlefield_(TV_story)
Ace,Morgaine,Battlefield_(TV_story)
Ace,The Destroyer,Battlefield_(TV_story)
The Brigadier,Winifred Bambera,Battlefield_(TV_story)
The Brigadier,Ancelyn,Battlefield_(TV_story)
The Brigadier,Morgaine,Battlefield_(TV_story)
The Brigadier,The Destroyer,Battlefield_(TV_story)
Winifred Bambera,Ancelyn,Battlefield_(TV_story)
Winifred Bambera,Morgaine,Battlefield_(TV_story)
Winifred Bambera,The Destroyer,Battlefield_(TV_story)
Ancelyn,Morgaine,Battlefield_(TV_story)
Ancelyn,The Destroyer,Battlefield_(TV_story)
Morgaine,The Destroyer,Battlefield_(TV_story)
Seventh Doctor,Ace,Ghost_Light_(TV_story)
Seventh Doctor,Light (Ghost Light),Ghost_Light_(TV_story)
Seventh Doctor,Josiah Samuel Smith,Ghost_Light_(TV_story)
Ace,Light (Ghost Light),Ghost_Light_(TV_story)
Ace,Josiah Samuel Smith,Ghost_Light_(TV_story)
Light (Ghost Light),Josiah Samuel Smith,Ghost_Light_(TV_story)
Seventh Doctor,Ace,The_Curse_of_Fenric_(TV_story)
Seventh Doctor,Fenric,The_Curse_of_Fenric_(TV_story)
Seventh Doctor,Haemovore,The_Curse_of_Fenric_(TV_story)
Seventh Doctor,Ingiger,The_Curse_of_Fenric_(TV_story)
Seventh Doctor,A. H. Millington,The_Curse_of_Fenric_(TV_story)
Ace,Fenric,The_Curse_of_Fenric_(TV_story)
Ace,Haemovore,The_Curse_of_Fenric_(TV_story)
Ace,Ingiger,The_Curse_of_Fenric_(TV_story)
Ace,A. H. Millington,The_Curse_of_Fenric_(TV_story)
Fenric,Haemovore,The_Curse_of_Fenric_(TV_story)
Fenric,Ingiger,The_Curse_of_Fenric_(TV_story)
Fenric,A. H. Millington,The_Curse_of_Fenric_(TV_story)
Haemovore,Ingiger,The_Curse_of_Fenric_(TV_story)
Haemovore,A. H. Millington,The_Curse_of_Fenric_(TV_story)
Ingiger,A. H. Millington,The_Curse_of_Fenric_(TV_story)
Seventh Doctor,Ace,Survival_(TV_story)
Seventh Doctor,The Master,Survival_(TV_story)
Seventh Doctor,Cheetah Person,Survival_(TV_story)
Seventh Doctor,Kitling,Survival_(TV_story)
Seventh Doctor,Midge (Survival),Survival_(TV_story)
Ace,The Master,Survival_(TV_story)
Ace,Cheetah Person,Survival_(TV_story)
Ace,Kitling,Survival_(TV_story)
Ace,Midge (Survival),Survival_(TV_story)
The Master,Cheetah Person,Survival_(TV_story)
The Master,Kitling,Survival_(TV_story)
The Master,Midge (Survival),Survival_(TV_story)
Cheetah Person,Kitling,Survival_(TV_story)
Cheetah Person,Midge (Survival),Survival_(TV_story)
Kitling,Midge (Survival),Survival_(TV_story)
Seventh Doctor,Ace,Dimensions_in_Time_(TV_story)
Seventh Doctor,K9 (Storm in a Tikka) (page does not exist),Dimensions_in_Time_(TV_story)
Seventh Doctor,Sixth Doctor,Dimensions_in_Time_(TV_story)
Seventh Doctor,Fifth Doctor,Dimensions_in_Time_(TV_story)
Seventh Doctor,Fourth Doctor,Dimensions_in_Time_(TV_story)
Seventh Doctor,Third Doctor,Dimensions_in_Time_(TV_story)
Seventh Doctor,Melanie Bush,Dimensions_in_Time_(TV_story)
Seventh Doctor,Susan Foreman,Dimensions_in_Time_(TV_story)
Seventh Doctor,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Seventh Doctor,Nyssa,Dimensions_in_Time_(TV_story)
Seventh Doctor,Peri Brown,Dimensions_in_Time_(TV_story)
Seventh Doctor,Liz Shaw,Dimensions_in_Time_(TV_story)
Seventh Doctor,Mike Yates,Dimensions_in_Time_(TV_story)
Seventh Doctor,The Brigadier,Dimensions_in_Time_(TV_story)
Seventh Doctor,Romana II,Dimensions_in_Time_(TV_story)
Seventh Doctor,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Seventh Doctor,Leela,Dimensions_in_Time_(TV_story)
Seventh Doctor,The Rani,Dimensions_in_Time_(TV_story)
Ace,K9 (Storm in a Tikka) (page does not exist),Dimensions_in_Time_(TV_story)
Ace,Sixth Doctor,Dimensions_in_Time_(TV_story)
Ace,Fifth Doctor,Dimensions_in_Time_(TV_story)
Ace,Fourth Doctor,Dimensions_in_Time_(TV_story)
Ace,Third Doctor,Dimensions_in_Time_(TV_story)
Ace,Melanie Bush,Dimensions_in_Time_(TV_story)
Ace,Susan Foreman,Dimensions_in_Time_(TV_story)
Ace,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Ace,Nyssa,Dimensions_in_Time_(TV_story)
Ace,Peri Brown,Dimensions_in_Time_(TV_story)
Ace,Liz Shaw,Dimensions_in_Time_(TV_story)
Ace,Mike Yates,Dimensions_in_Time_(TV_story)
Ace,The Brigadier,Dimensions_in_Time_(TV_story)
Ace,Romana II,Dimensions_in_Time_(TV_story)
Ace,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Ace,Leela,Dimensions_in_Time_(TV_story)
Ace,The Rani,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Sixth Doctor,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Fifth Doctor,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Fourth Doctor,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Third Doctor,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Melanie Bush,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Susan Foreman,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Sarah Jane Smith,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Nyssa,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Peri Brown,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Liz Shaw,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Mike Yates,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),The Brigadier,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Romana II,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Victoria Waterfield,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),Leela,Dimensions_in_Time_(TV_story)
K9 (Storm in a Tikka) (page does not exist),The Rani,Dimensions_in_Time_(TV_story)
Sixth Doctor,Fifth Doctor,Dimensions_in_Time_(TV_story)
Sixth Doctor,Fourth Doctor,Dimensions_in_Time_(TV_story)
Sixth Doctor,Third Doctor,Dimensions_in_Time_(TV_story)
Sixth Doctor,Melanie Bush,Dimensions_in_Time_(TV_story)
Sixth Doctor,Susan Foreman,Dimensions_in_Time_(TV_story)
Sixth Doctor,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Sixth Doctor,Nyssa,Dimensions_in_Time_(TV_story)
Sixth Doctor,Peri Brown,Dimensions_in_Time_(TV_story)
Sixth Doctor,Liz Shaw,Dimensions_in_Time_(TV_story)
Sixth Doctor,Mike Yates,Dimensions_in_Time_(TV_story)
Sixth Doctor,The Brigadier,Dimensions_in_Time_(TV_story)
Sixth Doctor,Romana II,Dimensions_in_Time_(TV_story)
Sixth Doctor,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Sixth Doctor,Leela,Dimensions_in_Time_(TV_story)
Sixth Doctor,The Rani,Dimensions_in_Time_(TV_story)
Fifth Doctor,Fourth Doctor,Dimensions_in_Time_(TV_story)
Fifth Doctor,Third Doctor,Dimensions_in_Time_(TV_story)
Fifth Doctor,Melanie Bush,Dimensions_in_Time_(TV_story)
Fifth Doctor,Susan Foreman,Dimensions_in_Time_(TV_story)
Fifth Doctor,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Fifth Doctor,Nyssa,Dimensions_in_Time_(TV_story)
Fifth Doctor,Peri Brown,Dimensions_in_Time_(TV_story)
Fifth Doctor,Liz Shaw,Dimensions_in_Time_(TV_story)
Fifth Doctor,Mike Yates,Dimensions_in_Time_(TV_story)
Fifth Doctor,The Brigadier,Dimensions_in_Time_(TV_story)
Fifth Doctor,Romana II,Dimensions_in_Time_(TV_story)
Fifth Doctor,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Fifth Doctor,Leela,Dimensions_in_Time_(TV_story)
Fifth Doctor,The Rani,Dimensions_in_Time_(TV_story)
Fourth Doctor,Third Doctor,Dimensions_in_Time_(TV_story)
Fourth Doctor,Melanie Bush,Dimensions_in_Time_(TV_story)
Fourth Doctor,Susan Foreman,Dimensions_in_Time_(TV_story)
Fourth Doctor,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Fourth Doctor,Nyssa,Dimensions_in_Time_(TV_story)
Fourth Doctor,Peri Brown,Dimensions_in_Time_(TV_story)
Fourth Doctor,Liz Shaw,Dimensions_in_Time_(TV_story)
Fourth Doctor,Mike Yates,Dimensions_in_Time_(TV_story)
Fourth Doctor,The Brigadier,Dimensions_in_Time_(TV_story)
Fourth Doctor,Romana II,Dimensions_in_Time_(TV_story)
Fourth Doctor,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Fourth Doctor,Leela,Dimensions_in_Time_(TV_story)
Fourth Doctor,The Rani,Dimensions_in_Time_(TV_story)
Third Doctor,Melanie Bush,Dimensions_in_Time_(TV_story)
Third Doctor,Susan Foreman,Dimensions_in_Time_(TV_story)
Third Doctor,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Third Doctor,Nyssa,Dimensions_in_Time_(TV_story)
Third Doctor,Peri Brown,Dimensions_in_Time_(TV_story)
Third Doctor,Liz Shaw,Dimensions_in_Time_(TV_story)
Third Doctor,Mike Yates,Dimensions_in_Time_(TV_story)
Third Doctor,The Brigadier,Dimensions_in_Time_(TV_story)
Third Doctor,Romana II,Dimensions_in_Time_(TV_story)
Third Doctor,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Third Doctor,Leela,Dimensions_in_Time_(TV_story)
Third Doctor,The Rani,Dimensions_in_Time_(TV_story)
Melanie Bush,Susan Foreman,Dimensions_in_Time_(TV_story)
Melanie Bush,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Melanie Bush,Nyssa,Dimensions_in_Time_(TV_story)
Melanie Bush,Peri Brown,Dimensions_in_Time_(TV_story)
Melanie Bush,Liz Shaw,Dimensions_in_Time_(TV_story)
Melanie Bush,Mike Yates,Dimensions_in_Time_(TV_story)
Melanie Bush,The Brigadier,Dimensions_in_Time_(TV_story)
Melanie Bush,Romana II,Dimensions_in_Time_(TV_story)
Melanie Bush,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Melanie Bush,Leela,Dimensions_in_Time_(TV_story)
Melanie Bush,The Rani,Dimensions_in_Time_(TV_story)
Susan Foreman,Sarah Jane Smith,Dimensions_in_Time_(TV_story)
Susan Foreman,Nyssa,Dimensions_in_Time_(TV_story)
Susan Foreman,Peri Brown,Dimensions_in_Time_(TV_story)
Susan Foreman,Liz Shaw,Dimensions_in_Time_(TV_story)
Susan Foreman,Mike Yates,Dimensions_in_Time_(TV_story)
Susan Foreman,The Brigadier,Dimensions_in_Time_(TV_story)
Susan Foreman,Romana II,Dimensions_in_Time_(TV_story)
Susan Foreman,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Susan Foreman,Leela,Dimensions_in_Time_(TV_story)
Susan Foreman,The Rani,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Nyssa,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Peri Brown,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Liz Shaw,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Mike Yates,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,The Brigadier,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Romana II,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,Leela,Dimensions_in_Time_(TV_story)
Sarah Jane Smith,The Rani,Dimensions_in_Time_(TV_story)
Nyssa,Peri Brown,Dimensions_in_Time_(TV_story)
Nyssa,Liz Shaw,Dimensions_in_Time_(TV_story)
Nyssa,Mike Yates,Dimensions_in_Time_(TV_story)
Nyssa,The Brigadier,Dimensions_in_Time_(TV_story)
Nyssa,Romana II,Dimensions_in_Time_(TV_story)
Nyssa,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Nyssa,Leela,Dimensions_in_Time_(TV_story)
Nyssa,The Rani,Dimensions_in_Time_(TV_story)
Peri Brown,Liz Shaw,Dimensions_in_Time_(TV_story)
Peri Brown,Mike Yates,Dimensions_in_Time_(TV_story)
Peri Brown,The Brigadier,Dimensions_in_Time_(TV_story)
Peri Brown,Romana II,Dimensions_in_Time_(TV_story)
Peri Brown,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Peri Brown,Leela,Dimensions_in_Time_(TV_story)
Peri Brown,The Rani,Dimensions_in_Time_(TV_story)
Liz Shaw,Mike Yates,Dimensions_in_Time_(TV_story)
Liz Shaw,The Brigadier,Dimensions_in_Time_(TV_story)
Liz Shaw,Romana II,Dimensions_in_Time_(TV_story)
Liz Shaw,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Liz Shaw,Leela,Dimensions_in_Time_(TV_story)
Liz Shaw,The Rani,Dimensions_in_Time_(TV_story)
Mike Yates,The Brigadier,Dimensions_in_Time_(TV_story)
Mike Yates,Romana II,Dimensions_in_Time_(TV_story)
Mike Yates,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Mike Yates,Leela,Dimensions_in_Time_(TV_story)
Mike Yates,The Rani,Dimensions_in_Time_(TV_story)
The Brigadier,Romana II,Dimensions_in_Time_(TV_story)
The Brigadier,Victoria Waterfield,Dimensions_in_Time_(TV_story)
The Brigadier,Leela,Dimensions_in_Time_(TV_story)
The Brigadier,The Rani,Dimensions_in_Time_(TV_story)
Romana II,Victoria Waterfield,Dimensions_in_Time_(TV_story)
Romana II,Leela,Dimensions_in_Time_(TV_story)
Romana II,The Rani,Dimensions_in_Time_(TV_story)
Victoria Waterfield,Leela,Dimensions_in_Time_(TV_story)
Victoria Waterfield,The Rani,Dimensions_in_Time_(TV_story)
Leela,The Rani,Dimensions_in_Time_(TV_story)
Seventh Doctor (Death Comes to Time),Ace (Death Comes to Time),Death_Comes_to_Time_(webcast)
Seventh Doctor (Death Comes to Time),Antimony (Death Comes to Time),Death_Comes_to_Time_(webcast)
Seventh Doctor (Death Comes to Time),Minister of Chance,Death_Comes_to_Time_(webcast)
Seventh Doctor (Death Comes to Time),The Brigadier (Death Comes to Time),Death_Comes_to_Time_(webcast)
Seventh Doctor (Death Comes to Time),Tannis (Death Comes to Time),Death_Comes_to_Time_(webcast)
Ace (Death Comes to Time),Antimony (Death Comes to Time),Death_Comes_to_Time_(webcast)
Ace (Death Comes to Time),Minister of Chance,Death_Comes_to_Time_(webcast)
Ace (Death Comes to Time),The Brigadier (Death Comes to Time),Death_Comes_to_Time_(webcast)
Ace (Death Comes to Time),Tannis (Death Comes to Time),Death_Comes_to_Time_(webcast)
Antimony (Death Comes to Time),Minister of Chance,Death_Comes_to_Time_(webcast)
Antimony (Death Comes to Time),The Brigadier (Death Comes to Time),Death_Comes_to_Time_(webcast)
Antimony (Death Comes to Time),Tannis (Death Comes to Time),Death_Comes_to_Time_(webcast)
Minister of Chance,The Brigadier (Death Comes to Time),Death_Comes_to_Time_(webcast)
Minister of Chance,Tannis (Death Comes to Time),Death_Comes_to_Time_(webcast)
The Brigadier (Death Comes to Time),Tannis (Death Comes to Time),Death_Comes_to_Time_(webcast)
Eighth Doctor,Grace Holloway,Doctor_Who_(TV_story)
Eighth Doctor,Seventh Doctor,Doctor_Who_(TV_story)
Eighth Doctor,Chang Lee,Doctor_Who_(TV_story)
Eighth Doctor,The Master,Doctor_Who_(TV_story)
Grace Holloway,Seventh Doctor,Doctor_Who_(TV_story)
Grace Holloway,Chang Lee,Doctor_Who_(TV_story)
Grace Holloway,The Master,Doctor_Who_(TV_story)
Seventh Doctor,Chang Lee,Doctor_Who_(TV_story)
Seventh Doctor,The Master,Doctor_Who_(TV_story)
Chang Lee,The Master,Doctor_Who_(TV_story)
Eighth Doctor,Romana II,Shada_(webcast)
Eighth Doctor,K9 Mark II,Shada_(webcast)
Eighth Doctor,Chronotis,Shada_(webcast)
Eighth Doctor,Chris Parsons,Shada_(webcast)
Eighth Doctor,Clare Keightley,Shada_(webcast)
Eighth Doctor,Skagra,Shada_(webcast)
Romana II,K9 Mark II,Shada_(webcast)
Romana II,Chronotis,Shada_(webcast)
Romana II,Chris Parsons,Shada_(webcast)
Romana II,Clare Keightley,Shada_(webcast)
Romana II,Skagra,Shada_(webcast)
K9 Mark II,Chronotis,Shada_(webcast)
K9 Mark II,Chris Parsons,Shada_(webcast)
K9 Mark II,Clare Keightley,Shada_(webcast)
K9 Mark II,Skagra,Shada_(webcast)
Chronotis,Chris Parsons,Shada_(webcast)
Chronotis,Clare Keightley,Shada_(webcast)
Chronotis,Skagra,Shada_(webcast)
Chris Parsons,Clare Keightley,Shada_(webcast)
Chris Parsons,Skagra,Shada_(webcast)
Clare Keightley,Skagra,Shada_(webcast)
Eighth Doctor,Ohila,The_Night_of_the_Doctor_(TV_story)
Eighth Doctor,War Doctor,The_Night_of_the_Doctor_(TV_story)
Ohila,War Doctor,The_Night_of_the_Doctor_(TV_story)
